Anthropicaware,BDaware,DMaware,OAaware,AFaware,AGaware,CGPTaware,Ciceroaware,Claudeaware,GPT4aware,Sophiaaware,NNaware,TFaware,TSaware,Amariaware,SCaware,chatbottrust,LLMtrust,robottrust,gameAItrust,relativeLLMchatbottrust,trainingdatatrust,algorithmtrust,outputtrust,companytrust,engineertrust,governmenttrust,admiration,awe,pride,compassion,excitement,respect,AID1,AID2,AID3,AID4,AID5,RS1,RS2,RS3,RS4,RS5,RS6,RS7,RS8,RS9,SI1,SI2,SI3,SI4,PMC1,PMC3,PMC4,PMC8,PMC9,PMC10,PMC11,PMC12,PMC13,LLM1,LLM2,LLM3,MP1,MP2,MP3,MP4,owngoals,safegoals,upholding,selfaware,sitaware,selfcontrol,understanding,friendliness,power,ownmotives,MCE1,MCE2,MCE3,MCE4,MCE5,MCE6,F1,F11,chatGPTsentient,emergence,HLAIemergence,SIemergence,SF1,SF2,upload1,upload2,universe,YG1,YG2,YG3,YG4,MCA1,MCA2,MCEn1,MCEn2,attention,own,work,smart,exper,fint,fexp,politics,religion,relelse,diet,feedback,minutes,age,gender,region,raceethnicity,education,income,zipcode,Pcode,religionRNR,dietMR,exp_seen_abuse,exp_video_abuse,exp_conv_robot,exp_book_article,exp_conv_friend,exp_none,exp_prop,RS1_r,education_recode,age_recode,income_recode,weight
(6) definitely no,(1) definitely yes,(2) yes,(2) yes,(6) definitely no,(4) probably no,(2) yes,(6) definitely no,(6) definitely no,(2) yes,(6) definitely no,(2) yes,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,3,2,5,5,6,2.32,2.98,3.64,2.68,5.02,3.58,4.54,3.16,2.8,1.78,4.72,2.44,Not sure,Not sure,Yes,5,It's too fast.,5,3,5,6,6,2,5,6,3,7,5,6,6,7,6,6,1,1,1,3,4,1,1,1,1,15,11,59,60,62,44,57,40,74,35,16,69,51,61,1,1,1,1,1,1,No,Not sure,No,15,10,20,7,5,2.14,3,One with humans,Not very concerned,Somewhat likely,Strongly support,Strongly support,5,3,2,2,(2) agree,No,No,Yes,"[""None of the above""]",0,2,3.16,None,,Meat-eater,Is this a survey for the Babylon bee?,12.1,55,Male,West,White,10,175000,95132,1004,1,0,0,0,0,0,0,1,0,3,bachelors,55_,100000_,0.959335993
(4) probably no,(5) no,(3) probably yes,(2) yes,(4) probably no,(4) probably no,(1) definitely yes,(4) probably no,(4) probably no,(4) probably no,(4) probably no,(3) probably yes,(4) probably no,(4) probably no,(4) probably no,(2) yes,2,3,3,5,4,2.68,3.58,2.44,3.04,4.72,2.62,1.36,2.02,1.54,1.24,3.64,1.24,No,No,Yes,3,It's too fast.,3,6,6,6,6,2,3,3,7,5,7,7,7,7,7,7,3,1,1,3,4,1,1,1,1,1,9,67,3,10,3,3,2,14,5,4,73,31,2,2,1,1,1,1,1,Yes,Yes,No,2,5,5,2,1,1.42,2,One with humans,Somewhat concerned,Not very likely,Strongly support,Somewhat support,7,7,6,6,(2) agree,Yes,No,Yes,"[""None of the above""]",1,2,3.68,Catholic,,Meat-eater,,9.27,29,Male,Midwest,White,10,112500,68845,1005,0,0,0,0,0,0,0,1,0,5,bachelors,18_34,100000_,0.963916406
(4) probably no,(3) probably yes,(2) yes,(2) yes,(5) no,(2) yes,(1) definitely yes,(5) no,(3) probably yes,(3) probably yes,(4) probably no,(4) probably no,(2) yes,(4) probably no,(5) no,(4) probably no,6,7,5,6,7,5.2,3.1,4.9,2.86,3.52,4.06,4.48,5.38,5.5,4.9,5.92,3.46,No,No,No,6,Not sure,6,6,5,6,7,5,3,6,6,5,5,5,6,5,6,6,7,5,6,6,6,5,6,5,5,77,54,81,68,37,70,75,65,78,69,100,76,44,24,6,5,6,5,5,6,No,Yes,No,4,5,10,6,5,5.68,6,One with humans,Somewhat concerned,Very likely,Somewhat support,Somewhat oppose,6,6,6,7,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",4,3,2.28,Catholic,,Meat-eater,,6.83,31,Male,Midwest,White,10,112500,48335,1006,0,0,0,0,1,0,1,0,0.4,2,bachelors,18_34,100000_,0.963916406
(5) no,(5) no,(2) yes,(2) yes,(5) no,(2) yes,(1) definitely yes,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(2) yes,(5) no,(2) yes,5,6,6,6,3,5.32,5.32,5.26,4.96,6.34,3.22,5.74,6.64,5.26,2.2,5.08,6.4,Yes,Yes,Not sure,3,It's fine.,5,2,2,2,2,5,1,2,1,6,2,2,2,2,2,2,3,2,3,3,1,5,3,3,3,34,30,97,97,59,61,62,87,93,64,86,73,41,36,5,3,3,2,5,2,No,No,No,1,3,2,6,5,6.88,6,One with humans,Not at all concerned,Not very likely,Strongly oppose,Strongly oppose,5,2,6,6,(2) agree,No,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,2,1.16,Catholic,,Meat-eater,,29.87,59,Male,Midwest,White,10,137500,44131,1007,0,0,0,0,0,0,1,0,0.2,3,bachelors,55_,100000_,0.944357256
(6) definitely no,(6) definitely no,(6) definitely no,(5) no,(5) no,(5) no,(2) yes,(5) no,(6) definitely no,(3) probably yes,(5) no,(5) no,(6) definitely no,(5) no,(6) definitely no,(6) definitely no,6,6,5,5,6,4.78,4.3,3.16,2.68,4.84,4.18,3.16,4.6,4.54,2.98,3.22,5.26,Yes,No,Yes,6,It's too fast.,6,5,5,5,5,5,5,5,5,6,2,5,6,5,3,3,5,5,5,5,5,3,5,3,3,35,17,68,22,17,35,28,31,75,66,29,61,34,26,5,3,5,3,3,3,No,No,No,2025,2030,2027,6,5,4.66,6,One with humans,Somewhat concerned,Somewhat likely,Somewhat oppose,Somewhat oppose,5,5,5,5,(2) agree,No,Yes,No,"[""None of the above""]",0,0,4.12,Catholic,,Meat-eater,,7.88,34,Male,Midwest,White,9,175000,46112,1008,0,0,0,0,0,0,0,1,0,2,associates,18_34,100000_,0.973767018
(5) no,(5) no,(5) no,(5) no,(2) yes,(5) no,(2) yes,(5) no,(5) no,(2) yes,(5) no,(5) no,(5) no,(2) yes,(5) no,(5) no,4,4,4,4,4,1.54,1.6,1.54,1.54,1.54,1.42,1.84,1.6,1.42,1.6,1.48,1.66,Not sure,Yes,Yes,6,Not sure,6,3,6,3,6,6,4,4,1,6,3,6,6,4,4,4,1,1,4,1,1,1,1,1,1,2,5,50,6,50,50,50,50,50,4,4,49,3,4,4,1,1,1,1,1,No,Not sure,No,0,40,20,3,2,1.48,4,One without humans,Not at all concerned,Very likely,Not sure,Not sure,2,3,1,4,(2) agree,Yes,No,Yes,"[""Saw a robot being physically abused or attacked by humans"",""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI""]",5,1,5,None,,Meat-eater,,17.98,63,Male,South,White,10,137500,30004,1009,1,0,1,1,1,0,0,0,0.6,2,bachelors,55_,100000_,0.975430827
(5) no,(2) yes,(5) no,(3) probably yes,(4) probably no,(5) no,(5) no,(3) probably yes,(5) no,(5) no,(5) no,(3) probably yes,(4) probably no,(5) no,(5) no,(4) probably no,3,6,5,5,5,7,6.7,5.8,5.56,6.88,7,6.94,6.94,7,6.94,6.94,7,Not sure,Not sure,Not sure,6,It's fine.,6,1,6,2,3,5,5,5,6,7,3,2,2,3,1,2,3,1,3,6,2,4,6,5,6,79,79,90,100,83,95,96,79,68,82,95,99,69,90,3,3,1,1,1,1,Yes,Yes,Not sure,0,5,10,5,5,6.58,6,One with humans,Not at all concerned,Somewhat likely,Strongly oppose,Not sure,7,7,7,7,(2) agree,Yes,No,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",1,1,1.4,Catholic,,Meat-eater,,13.2,62,Male,South,White,10,175000,78628,1010,0,0,0,0,1,0,1,0,0.4,2,bachelors,55_,100000_,0.975430827
(2) yes,(3) probably yes,(3) probably yes,(1) definitely yes,(2) yes,(2) yes,(2) yes,(3) probably yes,(3) probably yes,(2) yes,(2) yes,(4) probably no,(4) probably no,(4) probably no,(3) probably yes,(3) probably yes,5,3,5,5,3,5.08,5.02,4.54,5.08,5.68,4.96,4.72,5.32,4.54,3.1,3.16,5.56,Not sure,Yes,No,5,It's too fast.,3,5,5,5,5,3,3,3,5,5,5,6,6,5,5,5,3,3,3,3,3,3,6,5,5,61,29,76,69,68,72,64,35,23,25,51,68,73,40,6,5,6,3,2,3,Not sure,Yes,No,0,2,0,6,6,2.44,3,One with humans,Somewhat concerned,Very likely,Somewhat support,Somewhat support,6,5,5,5,(2) agree,Yes,Yes,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",0,3,4.16,Catholic,,Meat-eater,I enjoyed this survery,8.6,28,Male,Midwest,White,8,112500,60545,1011,0,0,0,0,1,1,1,0,0.6,5,some_college,18_34,100000_,1.187685865
(6) definitely no,(6) definitely no,(5) no,(6) definitely no,(6) definitely no,(6) definitely no,(2) yes,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,5,4,5,6,4,2.68,4,3.94,2.32,3.94,1,4.42,4.54,4.06,1.06,4.48,1,No,No,Yes,4,It's fine.,2,5,6,1,5,5,1,1,1,6,1,6,6,6,6,6,1,1,4,1,1,1,5,4,3,0,0,100,50,51,50,26,0,50,49,0,51,50,50,1,1,1,1,1,1,No,Yes,No,5,5,15,5,6,1,1,One with humans,Somewhat concerned,Very likely,Somewhat support,Somewhat oppose,6,6,7,7,(2) agree,No,No,No,"[""None of the above""]",0,1,2.32,Catholic,,Meat-eater,,14.47,69,Male,Midwest,White,8,112500,63123,1012,0,0,0,0,0,0,0,1,0,6,some_college,55_,100000_,1.163586134
(2) yes,(5) no,(2) yes,(1) definitely yes,(5) no,(2) yes,(1) definitely yes,(5) no,(5) no,(1) definitely yes,(2) yes,(1) definitely yes,(5) no,(2) yes,(5) no,(2) yes,2,2,1,1,2,4.96,4.9,4.96,2.68,4.84,1.66,2.32,4.84,2.26,2.02,2.44,2.5,Yes,Yes,No,1,It's fine.,6,1,2,1,1,7,1,1,1,6,1,1,1,2,2,2,2,1,4,4,1,1,4,1,1,8,79,72,65,15,58,14,3,2,19,19,69,17,68,1,1,1,1,1,1,No,No,No,1,1,1,7,2,5.38,6,One with humans,Not at all concerned,Not at all likely,Strongly oppose,Strongly oppose,6,6,2,4,(2) agree,No,No,No,"[""None of the above""]",0,4,5,Catholic,,Meat-eater,,12.88,69,Male,South,White,10,112500,70087,1013,0,0,0,0,0,0,0,1,0,2,bachelors,55_,100000_,0.975430827
No opinion,(1) definitely yes,(4) probably no,(1) definitely yes,(4) probably no,(3) probably yes,(6) definitely no,(5) no,No opinion,(2) yes,(6) definitely no,(2) yes,(2) yes,(5) no,(1) definitely yes,(3) probably yes,2,3,4,1,5,3.94,3.82,3.88,4.36,4.96,4.72,4,5.32,4.12,3.82,4.06,4,No,Yes,Not sure,6,It's too slow.,7,5,6,1,3,2,4,2,1,7,6,7,5,6,7,5,3,2,1,6,7,4,5,2,3,46,46,52,48,50,55,53,50,58,43,55,56,47,50,7,6,4,3,2,1,No,Not sure,Yes,1,0,2,2,1,4.18,7,One with humans,Very concerned,Very likely,Strongly oppose,Not sure,5,7,3,6,(2) agree,Yes,No,Yes,"[""None of the above""]",5,4,2.88,None,,Vegan,,11.42,25,Male,South,White,10,57500,24541,1014,1,1,0,0,0,0,0,1,0,1,bachelors,18_34,50000_74999,1.002887898
(6) definitely no,(2) yes,(2) yes,(3) probably yes,(6) definitely no,(6) definitely no,(2) yes,(6) definitely no,(6) definitely no,(2) yes,(5) no,(5) no,(4) probably no,(6) definitely no,(6) definitely no,(6) definitely no,3,5,4,5,4,3.94,5.2,4.78,4.54,5.02,1,4.54,6.46,2.8,1.72,5.8,1.9,Not sure,Not sure,Not sure,5,Not sure,5,3,6,2,3,5,3,3,1,7,5,5,5,3,3,3,5,2,2,5,2,5,3,2,3,21,29,86,86,71,63,61,63,63,73,60,50,31,64,5,5,4,2,4,4,No,Yes,No,10,8,12,6,5,5.62,6,One with humans,Somewhat concerned,Very likely,Somewhat oppose,Somewhat oppose,6,5,6,7,(2) agree,Yes,No,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",4,3,3.12,Jewish,,Meat-eater,Nothing,17.63,68,Male,West,White,10,112500,85395,1015,0,0,0,0,1,0,1,0,0.4,3,bachelors,55_,100000_,0.959335993
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(2) yes,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(4) probably no,(5) no,4,6,7,7,6,5.8,5.26,2.62,5.68,5.2,1.96,2.86,5.32,2.38,2.86,3.04,3.04,No,No,Not sure,1,It's too fast.,6,2,7,7,5,5,7,7,6,6,6,6,6,6,6,6,2,1,2,2,1,1,7,6,6,25,1,78,71,70,1,15,72,73,73,74,73,25,69,5,5,1,1,7,1,No,Not sure,Not sure,2,4,3,1,2,2.8,2,One with humans,Somewhat concerned,Very likely,Strongly support,Strongly support,5,2,5,5,(2) agree,No,No,Yes,"[""None of the above""]",1,0,4.4,Catholic,,Meat-eater,Nope,21.27,76,Male,Midwest,White,10,112500,49346,1016,0,0,0,0,0,0,0,1,0,2,bachelors,55_,100000_,0.944357256
(5) no,No opinion,(6) definitely no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,No opinion,(5) no,(5) no,(4) probably no,(5) no,(5) no,1,1,2,1,2,1.36,1,1.18,1.12,1.96,1,1,1,1,1,1,1,No,No,Yes,4,It's too fast.,1,5,1,5,5,4,5,6,2,4,4,6,6,7,7,6,1,1,4,1,1,1,1,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Not sure,Not sure,Not sure,0,100,20,7,1,1,1,One with humans,Somewhat concerned,Somewhat likely,Strongly support,Strongly support,1,1,1,2,(2) agree,No,No,Yes,"[""None of the above""]",1,1,3.56,Protestant,,Meat-eater,None,18.32,75,Male,West,White,9,112500,97603,1017,0,0,0,0,0,0,0,1,0,7,associates,55_,100000_,0.969139796
(6) definitely no,(4) probably no,(3) probably yes,(2) yes,(6) definitely no,(5) no,(2) yes,(6) definitely no,(6) definitely no,(3) probably yes,(6) definitely no,(2) yes,(6) definitely no,(4) probably no,(6) definitely no,(6) definitely no,3,3,5,5,3,4.42,3.04,3.94,2.44,5.02,3.22,1.06,1.54,1.18,1,1.12,4.42,No,No,Not sure,5,It's too fast.,5,3,2,5,5,2,3,4,5,7,5,5,5,6,6,6,2,2,2,1,1,1,5,5,5,6,6,100,100,19,14,15,34,94,0,27,20,84,69,3,5,3,4,4,4,No,Not sure,No,2070,2050,2060,5,5,3.64,5,One with humans,Not very concerned,Somewhat likely,Somewhat support,Somewhat support,5,3,5,5,(2) agree,No,No,Yes,"[""None of the above""]",0,3,2.32,Atheist,,Meat-eater,,51.68,63,Male,Midwest,White,10,112500,48048,1018,1,0,0,0,0,0,0,1,0,3,bachelors,55_,100000_,0.944357256
(5) no,(5) no,(5) no,(2) yes,(5) no,(5) no,(1) definitely yes,(5) no,(5) no,(3) probably yes,(5) no,(3) probably yes,(5) no,(5) no,(5) no,(5) no,6,7,6,7,5,5.8,5.44,6.82,6.7,6.88,5.38,5.86,6.94,6.1,5.92,6.88,6.16,Yes,Yes,Yes,7,It's fine.,5,1,5,3,3,7,2,1,5,1,1,2,2,1,1,1,7,5,4,7,3,7,7,7,6,36,33,95,77,86,81,62,43,73,69,75,96,38,32,7,7,7,2,7,6,No,Yes,No,20,20,20,2,2,5.5,6,One with humans,Not very concerned,Somewhat likely,Somewhat support,Somewhat oppose,7,7,7,7,(2) agree,No,No,No,"[""None of the above""]",0,2,1.2,Protestant,,Meat-eater,Great topic,24.1,73,Male,Midwest,White,10,137500,43201,1019,0,0,0,0,0,0,0,1,0,3,bachelors,55_,100000_,0.944357256
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(2) yes,(5) no,(5) no,(5) no,(5) no,(4) probably no,(5) no,(5) no,(5) no,(5) no,2,3,2,6,5,1.78,2.32,1.54,2.92,2.62,1.54,3.64,2.74,2.44,3.22,3.46,3.22,No,No,Yes,3,Not sure,5,5,6,6,6,2,6,5,2,5,3,6,6,4,2,4,2,2,2,2,2,2,6,2,2,25,70,21,28,22,13,23,14,17,11,21,26,78,36,5,2,4,2,6,2,Not sure,No,No,5,5,5,3,3,4,5,One with humans,Very concerned,Not very likely,Somewhat oppose,Somewhat support,5,6,3,6,(2) agree,No,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs"",""None of the above""]",0,1,3.96,Protestant,,Meat-eater,,15.35,26,Male,West,White,5,112500,95648,1020,0,0,0,0,0,0,1,1,0.2,3,high,18_34,100000_,1.122936099
(5) no,(5) no,(5) no,(2) yes,(5) no,(2) yes,(2) yes,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,3,5,3,5,4,4.48,5.08,5.2,4.6,4.24,4.48,3.4,4.3,3.52,1.24,5.2,2.5,No,No,No,3,It's too fast.,2,6,3,3,3,6,3,6,5,3,3,6,6,2,6,6,2,5,2,2,6,3,3,6,2,59,65,72,38,42,57,33,56,73,74,37,46,72,89,6,2,2,2,6,6,No,Yes,No,3,20,10,6,6,2.74,2,One with humans,Very concerned,Somewhat likely,Somewhat oppose,Somewhat support,7,5,6,6,(2) agree,Yes,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status""]",2,3,3.2,Protestant,,Meat-eater,,7.27,19,Male,Midwest,White,5,137500,46302,1021,0,0,0,1,1,1,0,0,0.6,6,high,18_34,100000_,1.105402967
(6) definitely no,(6) definitely no,(1) definitely yes,(2) yes,(6) definitely no,(6) definitely no,(1) definitely yes,No opinion,(6) definitely no,(6) definitely no,(6) definitely no,(3) probably yes,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,6,4,6,6,4,6.1,6.16,4.78,4.18,5.98,2.68,5.86,5.86,7,1.12,6.34,7,Not sure,Yes,Not sure,4,It's fine.,7,1,2,2,2,6,1,1,1,7,1,2,2,1,6,6,1,1,1,1,1,1,1,1,1,0,0,100,100,83,92,83,22,88,87,81,0,0,2,1,1,1,1,1,1,No,No,No,8,5,3,1,1,1.66,4,One with humans,Not at all concerned,Very likely,Somewhat oppose,Somewhat oppose,7,5,4,6,(2) agree,No,No,No,"[""Had a conversation with a family member or friend about robots/AIs""]",0,3,3,Catholic,,Meat-eater,,10.03,70,Male,South,White,10,112500,75025,1022,0,0,0,0,0,0,1,0,0.2,1,bachelors,55_,100000_,0.975430827
(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(2) yes,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,3,5,3,6,6,2.92,2.62,3.28,2.92,2.86,1.78,5.44,5.44,5.62,5.26,5.56,5.44,Not sure,Not sure,No,3,It's fine.,5,3,5,5,6,3,7,7,4,6,5,5,5,4,4,4,3,1,1,3,3,3,3,3,2,24,25,93,29,20,23,29,28,27,26,28,27,27,28,3,5,2,3,3,2,Not sure,Not sure,No,50,50,50,1,1,5.02,6,One with humans,Not at all concerned,Somewhat likely,Somewhat support,Somewhat oppose,3,3,2,3,(2) agree,No,No,No,"[""None of the above""]",0,0,2.84,None,,Meat-eater,,9.33,76,Male,South,White,5,67500,33541,1023,1,0,0,0,0,0,0,1,0,3,high,55_,50000_74999,1.126757852
(6) definitely no,(1) definitely yes,(5) no,(2) yes,(5) no,(5) no,(2) yes,(5) no,(5) no,(5) no,(2) yes,(2) yes,(5) no,(5) no,(5) no,(5) no,5,6,5,7,7,4.48,4.18,5.5,2.92,4.54,2.68,2.92,4.96,3.34,2.26,4.42,3.52,No,No,No,3,It's too fast.,2,7,5,6,7,2,3,7,3,7,6,6,6,7,7,7,1,1,7,1,1,1,1,6,2,90,65,82,41,81,56,15,64,24,25,19,28,32,93,6,1,6,1,7,1,Yes,Yes,No,7,7,10,5,5,1.48,1,One with humans,Somewhat concerned,Very likely,Somewhat support,Somewhat oppose,7,7,7,7,(2) agree,No,Yes,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",1,2,3.88,None,,Meat-eater,,7.7,33,Male,Midwest,White,9,112500,46220,1024,1,0,0,0,1,0,1,0,0.4,6,associates,18_34,100000_,0.973767018
(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,3,3,5,5,3,4.42,3.34,4.48,3.46,4.36,2.92,4.6,4.78,3.76,2.38,3.1,3.1,No,No,No,3,It's too fast.,5,3,6,3,3,5,1,5,4,6,5,5,6,6,6,6,2,2,3,3,1,2,3,3,3,31,39,55,73,30,67,78,41,38,31,75,59,27,45,2,1,3,2,5,1,No,No,No,2,10,4,6,5,2.38,3,One with humans,Not very concerned,Somewhat likely,Strongly support,Strongly support,3,5,3,5,(2) agree,Yes,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",5,2,4.16,None,,Meat-eater,,17.67,78,Male,South,White,8,112500,31820,1025,1,0,0,0,0,0,1,0,0.2,3,some_college,55_,100000_,1.201873313
(2) yes,(2) yes,(1) definitely yes,(2) yes,(1) definitely yes,(2) yes,(2) yes,(2) yes,(3) probably yes,(1) definitely yes,(1) definitely yes,(2) yes,(1) definitely yes,(1) definitely yes,(1) definitely yes,(1) definitely yes,6,1,6,7,3,4.72,4.24,4.78,4.72,4.9,4.54,4.12,4.78,4.48,4.3,4.42,4.3,Yes,Yes,Yes,6,It's fine.,7,6,7,7,6,6,6,6,7,7,3,6,7,7,5,6,5,5,7,7,7,3,7,6,7,58,56,56,52,56,62,57,56,59,58,56,56,58,57,5,2,7,7,6,5,No,Not sure,Not sure,2,1,1,6,7,4.96,6,One with humans,Very concerned,Somewhat likely,Strongly support,Strongly support,3,5,3,6,(2) agree,Yes,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI""]",4,2,3.52,Catholic,,Pescatarian,,17.58,32,Male,South,White,10,112500,32803,1026,0,1,0,1,1,0,0,0,0.4,1,bachelors,18_34,100000_,0.99563356
(6) definitely no,(2) yes,(2) yes,(2) yes,(6) definitely no,(2) yes,(1) definitely yes,(6) definitely no,(6) definitely no,(1) definitely yes,(6) definitely no,(4) probably no,(6) definitely no,(5) no,(5) no,(6) definitely no,5,6,1,6,7,6.46,6.94,7,2.2,7,2.14,1,7,7,1,2.08,2.02,No,No,No,7,It's too fast.,1,7,7,7,7,1,5,7,7,7,7,7,7,7,5,7,1,1,1,3,4,1,2,1,1,28,43,75,41,31,100,34,38,30,28,26,63,57,33,2,3,1,1,6,1,Yes,Yes,Yes,0,0,0,3,2,3.22,2,One with humans,Very concerned,Very likely,Strongly support,Strongly support,3,2,5,3,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status""]",1,1,4.64,Jewish,,Vegan,,18.78,56,Male,Midwest,White,10,225000,48326,1027,0,1,0,0,1,1,0,0,0.4,7,bachelors,55_,100000_,0.944357256
(3) probably yes,(3) probably yes,(1) definitely yes,(1) definitely yes,(5) no,(3) probably yes,(1) definitely yes,(5) no,(6) definitely no,(2) yes,(4) probably no,(1) definitely yes,(2) yes,(5) no,(5) no,(3) probably yes,2,6,3,5,5,4.18,6.04,6.64,1.12,7,1,5.86,4.96,6.58,1.6,6.22,6.58,No,No,No,1,It's too fast.,2,5,7,3,5,3,2,3,7,6,3,7,7,7,3,5,2,1,6,1,1,1,6,2,2,25,8,100,92,16,92,35,15,34,32,75,87,18,39,2,1,3,1,7,1,No,Yes,No,20,50,25,7,5,1.06,1,One with humans,Not very concerned,Very likely,Somewhat oppose,Somewhat oppose,2,2,3,3,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status""]",5,4,4.52,Protestant,,Meat-eater,,19,68,Male,South,White,8,137500,26032,1028,0,0,0,0,1,1,0,0,0.4,6,some_college,55_,100000_,1.201873313
(3) probably yes,(2) yes,(2) yes,(2) yes,(3) probably yes,(3) probably yes,(2) yes,(2) yes,(2) yes,(2) yes,(2) yes,(2) yes,(2) yes,(3) probably yes,(2) yes,(3) probably yes,5,5,5,6,6,5.62,5.92,5.92,5.98,5.86,4.9,4.96,5.56,5.68,5.5,5.02,5.02,Yes,Yes,Yes,6,It's fine.,6,6,6,7,6,7,2,5,5,6,5,6,5,6,6,6,6,6,6,5,6,6,6,6,6,81,86,77,76,87,77,84,81,81,71,83,81,78,83,6,7,6,6,7,6,Yes,Yes,Yes,10,8,9,5,6,6.1,6,One with humans,Somewhat concerned,Somewhat likely,Somewhat support,Somewhat support,6,6,6,6,(2) agree,Yes,Yes,Yes,"[""Had a conversation with a robot/AI""]",5,5,2.8,Catholic,,Other restrictions,None,11.45,34,Male,South,White,10,112500,33770,1029,0,1,0,0,1,0,0,0,0.2,2,bachelors,18_34,100000_,0.99563356
(6) definitely no,(3) probably yes,(5) no,(6) definitely no,(5) no,(6) definitely no,(1) definitely yes,(6) definitely no,(6) definitely no,(2) yes,(6) definitely no,(4) probably no,(3) probably yes,(5) no,(5) no,(5) no,2,2,3,5,2,2.92,1.96,2.92,1,3.94,1,4.12,4.96,2.98,2.98,6.04,5.02,No,No,Yes,5,It's too fast.,3,2,5,6,6,2,2,3,3,5,2,3,5,3,2,1,6,5,7,6,5,6,6,6,6,0,0,69,70,40,30,20,29,60,19,30,40,20,30,6,5,5,3,7,3,No,Yes,No,-1,10,10,7,5,6.04,6,One with humans,Not very concerned,Not very likely,Somewhat support,Somewhat support,6,5,6,6,(2) agree,No,No,Yes,"[""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",0,3,1.48,Catholic,,Meat-eater,,9.33,24,Male,Midwest,White,8,112500,68127,1030,0,0,0,0,0,1,1,0,0.4,5,some_college,18_34,100000_,1.187685865
(3) probably yes,(3) probably yes,(3) probably yes,(2) yes,(4) probably no,(4) probably no,(1) definitely yes,(5) no,(3) probably yes,(2) yes,(3) probably yes,(2) yes,(5) no,(4) probably no,(5) no,(5) no,2,3,6,6,6,5.2,5.56,5.5,3.58,5.98,1.24,4.9,4.6,4.66,2.74,4.9,3.76,Not sure,Yes,Not sure,3,It's fine.,6,1,3,3,3,5,2,5,4,5,1,2,2,2,2,2,3,4,3,4,4,4,5,5,4,44,55,94,80,32,76,88,78,22,70,74,68,62,56,4,5,4,2,4,2,No,Not sure,No,50,60,30,7,5,7,7,One with humans,Not at all concerned,Not very likely,Somewhat support,Somewhat support,6,5,6,6,(2) agree,Yes,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",3,3,2.6,Protestant,,Meat-eater,,10.52,24,Male,Midwest,White,7,112500,62864,1031,0,0,0,1,1,0,1,0,0.6,2,some_college,18_34,100000_,1.187685865
