PMC1,PMC2,PMC3,PMC4,PMC5,PMC6,PMC7,PMC8,PMC9,PMC10,PMC11,PMC12,MCE1,MCE2,MCE3,MCE4,MCE5,MCE6,MCE7,MCE8,MCE9,MCE21,MCE22,MCE23,MCE24,MCE25,MCE26,MCE27,MCE28,MCE29,MCE30,MCE31,MP1,MP2,MP3,MP4,SI1,SI2,SI3,SI4,SI6,SI7,SI8,SI9,SI10,SI11,SI12,SI13,SI14,SI15,SI16,F1,F11,F2,F3,F4,F5,F6,F7,F8,F9,F10,MCA1,MCA2,MCEn1,MCEn2,Norm,TA1,TA2,Sub1,Sub2,Anth1,Anth2,Anth3,Anth4,attention,own,work,smart,exper,fint,fexp,politics,religion,relelse,diet,feedback,minutes,progress,age,gender,region,raceethnicity,education,income,Pcode,exp_seen_abuse,exp_video_abuse,exp_conv_robot,exp_book_article,exp_conv_friend,exp_none,religionRNR,dietMR,exp_prop,PMC1nr,PMC2nr,PMC3nr,PMC4nr,PMC5nr,PMC6nr,PMC7nr,PMC8nr,PMC9nr,PMC10nr,PMC11nr,PMC12nr,MCE1nr,MCE2nr,MCE3nr,MCE4nr,MCE5nr,MCE6nr,MCE7nr,MCE8nr,MCE9nr,SI1nr,SI2nr,SI3nr,SI4nr,MCA1nr,MCA2nr,MCEn1nr,MCEn2nr,education_recode,age_recode,income_recode,weight
5,5,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,6,4,5,5,2.04,1.96,2.08,2.2,1.92,1.96,3.2,4.04,2.08,2.12,2.12,33,32,33,31,4,3,3,4,4,2,3,4,3,3,4,2,4,4,2,Not sure,Yes,0,1,69,2.32,2.36,2.36,2.4,3.72,2.28,5,5,5,5,2.74,2.68,4.84,3.46,4.9,2.8,2.9,3.3,2.7,(2) agree,No,No,No,"[""None of the above""]",0,0,2.24,Catholic,,Meat-eater,,8.3,0.923076923,71,Male,South,White,5,67500,955,0,0,0,0,0,1,0,0,0,4,4,3,3,,,4,4,4,4,4,4,4,4,4,4,4,5,,4,4,,3,3,,4,4,4,4,high,55_,50000_74999,1.28560293
7,4,7,7,4,1,1,1,1,4,1,1,1,1,4,4,4,1,1,4,7,1.76,1.68,1.64,1.4,1.6,1.84,1.04,1.64,1.84,1.08,1.6,0,0,2,0,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,Not sure,No,-1,-1,11,1,1,1,1,1,1.12,6,3,5,7,7,1.06,1.18,7,4,1.7,3.2,0.8,2.2,(2) agree,No,No,Yes,"[""None of the above""]",0,0,3.24,Protestant,,Meat-eater,None,13.87,0.923076923,68,Male,South,White,6,57500,956,0,0,0,0,0,1,0,0,0,6,,6,6,,1,1,1,1,,1,1,1,1,,,,1,1,,6,,6,6,6,5,3,4,6,high,55_,50000_74999,1.28560293
3,3,2,3,3,3,5,5,3,6,5,3,6,6,7,3,6,3,6,5,6,4.2,3.76,4,4.12,3.56,2.12,2.12,3.76,4.2,4.16,4.32,23,28,82,64,3,2,2,3,1,1,1,2,2,2,2,3,2,1,1,Not sure,Not sure,10,15,65,2,1.84,2.36,2.32,2.96,1.84,7,6,6,6,3.16,2.92,5.08,3.28,4.9,3.5,2.6,4,6.3,(2) agree,No,No,Yes,"[""None of the above""]",0,1,3,Catholic,,Meat-eater,It was fine,33,0.923076923,32,Male,Midwest,White,5,72500,957,0,0,0,0,0,1,0,0,0,3,3,2,3,3,3,4,4,3,5,4,3,5,5,6,3,5,3,5,4,5,3,2,2,3,6,5,5,5,high,18_34,50000_74999,1.314977127
6,2,6,6,6,6,2,2,1,2,2,2,5,3,3,6,6,6,6,3,6,4.4,4.2,4.8,3.44,4.6,4.64,3.76,3.8,3.8,4.64,4.84,86,88,94,95,2,6,6,6,5,6,5,3,6,3,3,7,5,2,4,Not sure,Not sure,3,3,99,3.96,1.6,4.56,1.76,1.72,4.92,7,7,6,5,6.46,1.78,5.2,6.46,1.78,2.7,2.3,7.4,2.7,(2) agree,No,No,Yes,"[""None of the above""]",0,0,4.76,Protestant,,Meat-eater,Great survrey,20.13,0.923076923,73,Male,South,White,5,37500,958,0,0,0,0,0,1,0,0,0,5,2,5,5,5,5,2,2,1,2,2,2,4,3,3,5,5,5,5,3,5,2,5,5,5,6,6,5,4,high,55_,25000_49999,0.997920772
7,5,6,7,1,1,5,1,1,1,1,1,5,1,2,1,5,2,1,1,7,3.04,3.04,1.16,1.16,1.16,1.24,1.16,1.16,1.16,1.16,1.12,4,5,16,2,7,5,5,6,5,6,3,7,7,2,6,7,7,6,4,No,No,20,20,76,4.96,1.76,4.96,3.04,2.08,3.88,7,7,3,2,5.44,1.12,1.12,5.62,5.8,2.8,3.3,0.1,0.4,(2) agree,No,No,No,"[""None of the above""]",0,0,4.96,Protestant,,Meat-eater,good survey,14.05,0.923076923,69,Male,Midwest,White,5,27500,959,0,0,0,0,0,1,0,0,0,6,4,5,6,1,1,4,1,1,1,1,1,4,1,2,1,4,2,1,1,6,6,4,4,5,6,6,3,2,high,55_,25000_49999,0.983607049
4,1,7,7,1,1,1,1,1,4,1,1,4,4,4,4,4,4,4,4,4,1,2.6,1.04,1.04,1.04,2.8,1.04,2.8,1.04,4.96,2.76,1,0,99,50,7,1,7,7,2,1,1,2,2,2,7,1,3,2,5,Not sure,No,75,80,99,2.72,1.04,2.8,3.72,2.84,4.12,4,6,2,1,1.06,1.06,3.58,6.82,4.18,0.1,0.2,0.3,0.1,(2) agree,No,No,No,"[""None of the above""]",0,0,3.44,Agnostic,,Meat-eater,none,16.12,0.923076923,73,Male,West,White,5,22500,960,0,0,0,0,0,1,1,0,0,,1,6,6,1,1,1,1,1,,1,1,,,,,,,,,,6,1,6,6,,5,2,1,high,55_,_24999,0.869572318
3,6,3,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,7,5,7,3.6,3.48,3.68,3.64,3.36,3.56,4.04,2.48,3.92,3.32,3.64,51,54,47,55,6,6,6,6,1,1,1,1,1,1,1,7,1,1,1,No,No,0,0,58,2.56,2.84,2.72,2.64,2.16,2.8,7,7,7,7,3.04,3.28,4.36,4.72,3.4,3.8,6.4,4.5,3.9,(2) agree,No,No,No,"[""None of the above""]",0,0,5,Catholic,,Meat-eater,,12.3,0.923076923,77,Male,South,White,5,17500,961,0,0,0,0,0,1,0,0,0,3,5,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,6,4,6,5,5,5,5,6,6,6,6,high,55_,_24999,0.858514226
4,4,4,4,1,1,4,1,1,4,4,1,5,4,4,4,6,2,6,6,6,3,3,3,3,3,1,3.04,1,3,2.96,1,0,0,80,0,7,4,7,7,1,1,1,1,1,1,1,1,1,1,1,No,Not sure,0,0,50,1,1,1,1,1,1,5,7,7,7,1.06,1,1,5.62,5.56,0,0,0,0,(2) agree,No,No,No,"[""None of the above""]",0,0,2.52,Other,Secular Humanist,Meat-eater,,9.42,0.923076923,66,Male,Midwest,White,5,112500,962,0,0,0,0,0,1,0,0,0,,,,,1,1,,1,1,,,1,4,,,,5,2,5,5,5,6,,6,6,4,6,6,6,high,55_,100000_,1.340158463
2,6,4,7,6,3,6,6,3,6,6,5,4,2,6,4,6,3,6,4,7,4.48,3.8,4.24,1.28,3.32,2.72,2.08,2.36,1.96,4.52,3.84,68,67,70,77,6,2,2,5,4,5,6,1,4,6,5,4,5,6,5,Not sure,Yes,0,15,100,3.92,3.44,2,5,5,3.76,7,6,4,5,5.56,1,1,3.58,1.6,6,0,3.7,1,(2) agree,Yes,No,Yes,"[""Had a conversation with a robot/AI""]",5,2,3.44,Protestant,,Meat-eater,Thanks. I enjoyed it.,27.55,0.923076923,67,Male,South,White,5,17500,963,0,0,1,0,0,0,0,0,0.2,2,5,,6,5,3,5,5,3,5,5,4,,2,5,,5,3,5,,6,5,2,2,4,6,5,,4,high,55_,_24999,0.858514226
4,4,6,7,4,4,4,4,4,2,4,2,4,1,4,4,4,1,4,4,6,3.28,3.64,3.6,2.12,3.56,1,3.6,1,3.56,1,1.04,0,0,76,76,4,2,5,5,2,2,2,1,1,1,1,1,1,1,1,No,No,-1,-1,20,4.28,3.56,3.52,3,1,3.16,7,7,7,7,5.2,1,1,5.86,7,0,0,2.2,0,(2) agree,No,Yes,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",3,3,1.04,None,,Vegetarian,Was very interesting,6.85,0.923076923,23,Male,Midwest,White,5,52500,964,0,0,1,1,1,0,1,1,0.6,,,5,6,,,,,,2,,2,,1,,,,1,,,5,,2,4,4,6,6,6,6,high,18_34,50000_74999,1.314977127
6,5,5,5,6,4,5,3,5,5,5,6,3,7,1,5,6,6,6,5,6,3.92,3.6,4.04,3.68,2.6,3.4,2.36,3.2,3.52,3.68,3.8,68,36,44,82,5,5,3,6,2,5,3,3,4,3,2,2,4,6,6,Yes,Not sure,1,1,62,2.52,3.68,3.44,3.88,3.6,2.4,6,6,5,5,4.48,4.9,5.68,5.44,4.9,6.1,6.5,6.3,6,(2) agree,No,Yes,Yes,"[""None of the above""]",3,3,3.24,Catholic,,Meat-eater,No,4.68,0.923076923,59,Male,Midwest,Black,5,52500,965,0,0,0,0,0,1,0,0,0,5,4,4,4,5,,4,3,4,4,4,5,3,6,1,4,5,5,5,4,5,4,4,3,5,5,5,4,4,high,55_,50000_74999,1.198831142
3,5,3,2,3,2,5,5,4,3,5,1,5,3,5,2,6,5,5,5,6,3.64,3.52,3.56,3.04,3.04,3.04,3.04,2.56,3.64,3.64,3.48,43,35,53,38,5,3,3,6,3,4,3,4,4,6,4,6,4,2,3,Not sure,Yes,2,1,90,3.56,2.56,3.44,3.56,3.52,2.56,5,5,5,5,2.86,3.16,5.08,4.06,4,2.8,5,4.1,5.1,(2) agree,No,No,No,"[""Read a book or article that discussed AI ethics or moral status""]",0,0,3.84,Catholic,,Meat-eater,,7.5,0.923076923,73,Male,South,White,5,22500,966,0,0,0,1,0,0,0,0,0.2,3,4,3,2,3,2,4,4,,3,4,1,4,3,4,2,5,4,4,4,5,4,3,3,5,4,4,4,4,high,55_,_24999,0.858514226
7,5,1,2,2,3,3,5,3,1,5,2,5,1,6,1,4,1,5,2,2,4.6,4,3.6,1.52,1.56,1.8,2,1.72,1.52,3.6,3.6,0,3,90,9,7,6,3,5,7,7,7,7,7,7,7,7,7,7,7,Not sure,Yes,50,20,100,4.24,2.16,5,2.36,2.2,3.76,7,7,7,7,3.4,2.26,4.84,3.52,5.2,3.4,1.7,3.8,1.5,(2) agree,Yes,Yes,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",5,3,4.52,Jewish,,Meat-eater,,9.3,0.923076923,18,Male,West,White,5,42500,967,0,0,1,1,1,0,0,0,0.6,6,4,1,2,2,3,3,4,3,1,4,2,4,1,5,1,,1,4,2,2,6,5,3,4,6,6,6,6,high,18_34,25000_49999,1.0489144
3,1,7,7,1,1,1,2,7,7,1,1,5,3,5,1,7,3,5,7,7,1.52,1.52,1.28,1.52,1.28,1.32,1.36,1.32,1.28,1.48,1.56,19,20,14,27,7,1,1,5,7,7,7,7,1,1,7,1,7,1,2,Yes,Yes,0,1,89,1.48,1.92,3.68,1.52,1.72,4,3,7,5,1,5.5,1.96,5.14,6.52,5.86,7.9,7.8,6.8,6.5,(2) agree,Yes,No,No,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",1,0,1,Protestant,,Vegetarian,,84.92,0.923076923,34,Male,South,White,6,37500,968,0,0,1,1,1,0,0,1,0.6,3,1,6,6,1,1,1,2,6,6,1,1,4,3,4,1,6,3,4,6,6,6,1,1,4,3,6,4,1,high,18_34,25000_49999,1.035575668
7,3,2,6,5,3,5,3,1,3,2,1,5,2,1,5,3,1,5,5,6,2.28,2,2.24,1.32,1.6,2.44,2,1.6,2.36,1.88,2,20,0,35,35,7,2,6,6,4,3,3,1,2,3,3,4,5,2,2,No,Not sure,30,10,77,5,3.92,1,2.96,2.48,2.24,2,5,6,5,4,1,1,7,5.44,0,0,0,0,(2) agree,No,No,No,"[""None of the above""]",0,0,3,Atheist,,Meat-eater,"Enjoy , Thanks",38.03,0.923076923,65,Male,South,White,6,17500,969,0,0,0,0,0,1,1,0,0,6,3,2,5,4,3,4,3,1,3,2,1,4,2,1,4,3,1,4,4,5,6,2,5,5,2,4,5,4,high,55_,_24999,0.858514226
3,4,5,5,3,3,4,3,2,3,3,1,4,3,4,3,4,1,4,5,5,1.8,1.72,1.32,1.12,1.68,1.12,1.32,1.12,1.72,1.44,2.08,15,14,64,33,6,3,3,4,3,1,2,1,1,1,1,1,3,3,2,No,Yes,15,20,95,3,2,3,2.52,2.24,2.56,4,4,4,5,4.54,1,4.06,5.26,4.06,0.5,0.5,0.5,0.5,(2) agree,No,No,Yes,"[""None of the above""]",1,0,3.04,Catholic,,Meat-eater,,22.65,0.923076923,61,Male,Midwest,White,5,112500,970,0,0,0,0,0,1,0,0,0,3,,4,4,3,3,,3,2,3,3,1,,3,,3,,1,,4,4,5,3,3,,,,,4,high,55_,100000_,1.340158463
3,2,3,1,7,6,7,6,7,7,7,7,7,6,7,7,7,1,7,7,7,3.28,2.92,1.64,1.08,1.08,2.76,1.12,1.08,1.12,5,4.88,0,0,100,0,3,3,5,5,1,1,1,1,1,1,1,1,1,1,1,No,Yes,50,50,84,5,5,5,3.8,5,5,7,5,7,7,4.06,1,1,1,1,0.1,0,0,0,(2) agree,No,No,Yes,"[""Read a book or article that discussed AI ethics or moral status"",""None of the above""]",0,5,1,Atheist,,Meat-eater,,15.13,0.923076923,30,Male,South,Black,5,137500,971,0,0,0,1,0,1,1,0,0.2,3,2,3,1,6,5,6,5,6,6,6,6,6,5,6,6,6,1,6,6,6,3,3,4,4,6,4,6,6,high,18_34,100000_,1.334879154
5,5,3,3,2,2,5,5,2,5,5,3,5,5,5,3,5,1,5,5,5,3.48,2.2,3.68,1.88,1.56,2.08,1.88,1.92,2.04,4.24,3.32,4,20,89,64,5,6,5,6,2,2,2,2,2,2,2,2,2,2,2,Not sure,Yes,1,1,81,3.92,3.04,3.76,2.72,2.8,2.72,6,6,6,6,5.2,1.18,3.16,5.02,4.48,1.8,4.4,4.2,4,(2) agree,No,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",4,3,3.4,Agnostic,,Meat-eater,,8.55,0.923076923,30,Male,South,White,5,112500,972,0,1,1,0,1,0,1,0,0.6,4,4,3,3,2,2,4,4,2,4,4,3,4,4,4,3,4,1,4,4,4,4,5,4,5,5,5,5,5,high,18_34,100000_,1.410965381
3,3,2,1,3,2,6,3,3,2,5,2,5,5,3,3,5,1,6,5,6,4.28,4.92,3.28,3.64,4.04,2.8,4.08,2.4,4.36,4.84,2.76,55,41,100,80,5,5,6,7,3,3,3,5,7,3,6,4,6,7,2,Not sure,Yes,5,0,100,5,3.48,4,3.24,2.88,3.56,7,6,6,7,7,1.18,1.48,6.16,6.16,3.3,5.6,6.9,3.4,(2) agree,Yes,No,No,"[""Had a conversation with a family member or friend about robots/AIs""]",1,4,1,Protestant,,Meat-eater,Interesting survey,20.7,0.923076923,61,Male,South,White,5,175000,973,0,0,0,0,1,0,0,0,0.2,3,3,2,1,3,2,5,3,3,2,4,2,4,4,3,3,4,1,5,4,5,4,4,5,6,6,5,5,6,high,55_,100000_,1.35966082
2,2,2,2,2,2,2,2,2,3,3,1,5,3,3,3,5,3,2,3,3,3.2,2.72,2.72,2.84,2.64,2.68,2.64,2.72,2.64,2.6,2.68,55,45,65,55,5,3,3,3,5,4,6,3,3,3,6,3,6,4,5,Not sure,Yes,0,5,100,2.16,2.12,2.16,2.16,2.08,2.2,5,3,3,2,4.3,2.32,2.32,6.04,4.3,5.8,2.5,5.4,5.3,(2) agree,Yes,No,Yes,"[""None of the above""]",0,0,3.16,Protestant,,Meat-eater,"nothing to add, thank you.",19.03,0.923076923,67,Male,Midwest,White,5,112500,974,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,3,3,1,4,3,3,3,4,3,2,3,3,4,3,3,3,4,3,3,2,high,55_,100000_,1.340158463
3,5,3,3,5,6,6,5,1,6,3,4,5,1,6,1,3,5,7,7,7,5,1.12,1,1,1,1,5,1,1,5,1,2,4,1,4,7,5,5,5,2,3,5,2,3,7,3,7,7,4,3,Not sure,Not sure,0,0,100,5,2.12,5,5,3.68,5,7,7,7,7,4.18,1,4.48,4.78,4.72,0.1,0.1,0.2,0,(2) agree,No,No,Yes,"[""None of the above""]",1,1,5,Protestant,,Meat-eater,,22.03,0.923076923,67,Male,West,White,5,175000,975,0,0,0,0,0,1,0,0,0,3,4,3,3,4,5,5,4,1,5,3,,4,1,5,1,3,4,6,6,6,6,4,4,4,6,6,6,6,high,55_,100000_,1.377173931
3,3,3,2,2,5,5,5,1,2,1,1,4,2,4,4,6,1,7,6,7,2.64,2.64,3.36,1.92,1.92,2.64,2.4,1.72,2.64,2.44,2.76,13,32,80,17,1,4,4,4,1,2,1,7,6,1,3,1,4,4,3,Not sure,Not sure,0,-1,71,3.92,4.12,3.76,2.08,2.04,3.48,7,5,6,2,5.8,1.42,1.66,5.62,2.26,1.2,1.2,1.2,1.3,(2) agree,No,No,No,"[""None of the above""]",0,0,3.76,None,,Meat-eater,,13.65,0.923076923,73,Male,Midwest,White,5,112500,976,0,0,0,0,0,1,1,0,0,3,3,3,2,2,4,4,4,1,2,1,1,,2,,,5,1,6,5,6,1,,,,6,4,5,2,high,55_,100000_,1.340158463
4,4,6,5,3,2,4,4,1,2,2,2,5,1,6,2,6,1,6,4,4,2.52,2.52,2,2,2,2,1.28,1,2.52,2.52,2.52,0,14,29,11,5,6,6,6,2,2,2,1,1,1,1,1,2,2,1,No,Not sure,-1,75,55,1.52,1.24,3.76,2.96,2,1.12,6,7,5,5,2.14,1,1.54,3.52,3.7,0.4,0.1,1,0,(2) agree,No,No,No,"[""None of the above""]",0,0,4.52,Protestant,,Meat-eater,,411.03,0.948717949,74,Male,South,White,5,112500,977,0,0,0,0,0,1,0,0,0,,,5,4,3,2,,,1,2,2,2,4,1,5,2,5,1,5,,,4,5,5,5,5,6,4,4,high,55_,100000_,1.35966082
4,5,4,4,1,1,5,4,4,6,5,4,7,5,7,4,7,2,7,7,7,3.84,3.32,3.6,3.36,3.08,2.76,2.6,3.16,3.48,2.04,2.76,14,15,68,19,3,4,4,4,4,4,3,4,6,5,6,5,7,1,2,No,Yes,10,10,99,1,3.48,4.32,5,5,4.16,6,5,4,7,1,5.26,1.06,2.8,1,0.1,3.9,3.8,4.1,(2) agree,No,No,No,"[""None of the above""]",0,2,3,None,,Meat-eater,,9.47,0.923076923,58,Male,South,Black,5,112500,978,0,0,0,0,0,1,1,0,0,,4,,,1,1,4,,,5,4,,6,4,6,,6,2,6,6,6,3,,,,5,4,,6,high,55_,100000_,1.286341189
7,5,7,7,1,1,2,1,1,2,1,2,1,1,1,1,4,1,2,3,5,5,3.52,3.84,2.68,4.92,2.68,3.52,2.8,2.68,5,4.84,44,36,66,63,7,5,5,5,2,2,1,3,5,4,7,4,3,6,2,No,No,1,10,25,4.36,1.68,4.44,2.12,2.16,4.28,6,6,5,5,6.4,1,1.96,6.4,4.96,7.5,0,1.9,0.6,(2) agree,No,No,No,"[""None of the above""]",0,1,3,Protestant,,Meat-eater,,16.87,0.923076923,63,Male,South,White,5,137500,979,0,0,0,0,0,1,0,0,0,6,4,6,6,1,1,2,1,1,2,1,2,1,1,1,1,,1,2,3,4,6,4,4,4,5,5,4,4,high,55_,100000_,1.35966082
3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.56,1.32,1.2,1.16,1.24,1.32,1.28,1.4,1.28,2.96,1.4,5,4,11,4,6,3,5,5,5,4,4,2,2,5,6,5,5,2,3,No,No,22,19,34,3.72,1.72,3.8,2.12,1,1.6,3,6,1,1,6.4,1.24,1.18,6.88,6.64,0.4,0.1,0.3,0.3,(2) agree,No,No,No,"[""None of the above""]",0,0,4.64,Catholic,,Meat-eater,,11.98,0.923076923,68,Male,South,White,5,225000,980,0,0,0,0,0,1,0,0,0,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,3,4,4,3,5,1,1,high,55_,100000_,1.35966082
4,4,4,4,7,4,7,7,4,4,4,4,7,7,7,4,7,4,7,7,7,2.44,2.6,2.16,1.24,1,1,2.92,1,1,1.88,3.68,25,28,41,42,4,4,4,4,2,2,5,1,4,1,1,2,2,7,1,Not sure,Yes,0,0,90,3,3.24,3.04,3.12,3.16,3.56,5,6,7,6,3.88,2.32,3.76,3.88,3.7,4.8,4.2,4.9,5.1,(2) agree,No,No,Yes,"[""None of the above""]",0,0,3,None,,Meat-eater,,15.15,0.923076923,25,Male,Midwest,White,5,112500,981,0,0,0,0,0,1,1,0,0,,,,,6,,6,6,,,,,6,6,6,,6,,6,6,6,,,,,4,5,6,5,high,18_34,100000_,1.390727135
4,1,4,7,1,4,1,1,1,1,1,1,1,1,1,6,5,1,1,4,7,1.24,1.4,1.24,1.24,1.24,1.24,1.24,1.44,1.4,1.24,1.24,1,4,5,4,3,5,5,6,1,1,1,1,1,1,1,2,1,1,1,No,No,1,1,0,1,1.08,1,1,1,1,4,5,4,5,1,1,1,1,1.3,0,0,0,0,(2) agree,No,No,No,"[""None of the above""]",0,0,4.84,Catholic,,Meat-eater,,15.53,0.923076923,72,Male,South,White,5,112500,982,0,0,0,0,0,1,0,0,0,,1,,6,1,,1,1,1,1,1,1,1,1,1,5,4,1,1,,6,3,4,4,5,,4,,4,high,55_,100000_,1.35966082
2,5,3,3,6,6,5,5,2,5,5,3,5,5,7,3,7,1,7,7,7,3.64,3.32,1.6,1.2,2.16,1.28,2.32,1.08,1.12,3.16,1.2,47,41,92,83,1,2,3,3,3,2,1,1,1,1,1,1,1,1,1,Not sure,Yes,10,-1,90,3.8,3.12,2.72,4.52,4.32,2.64,5,7,6,6,3.88,1.06,2.2,2.74,2.2,1.1,0.1,3.9,0.2,(2) agree,Yes,No,Yes,"[""None of the above""]",0,1,1.88,None,,Meat-eater,,10.58,0.923076923,64,Male,South,White,5,112500,983,0,0,0,0,0,1,1,0,0,2,4,3,3,5,5,4,4,2,4,4,3,4,4,6,3,6,1,6,6,6,1,2,3,3,4,6,5,5,high,55_,100000_,1.35966082
6,2,4,6,6,2,2,2,2,2,2,2,2,1,2,2,2,2,4,4,4,1,1,1,1,1,1,1,1.2,1,1,1,0,0,30,28,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,No,No,10000,100000000,0,1,1,1,1,1,1,7,7,6,6,7,1.06,1.48,7,7,0,0,0,0.1,(2) agree,No,No,No,"[""None of the above""]",0,0,1.8,Agnostic,,Other restrictions,,8.82,0.923076923,61,Male,West,White,6,112500,984,0,0,0,0,0,1,1,1,0,5,2,,5,5,2,2,2,2,2,2,2,2,1,2,2,2,2,,,,5,5,5,5,6,6,5,5,high,55_,100000_,1.377173931
2,6,5,3,7,6,7,7,5,6,6,5,6,6,6,6,7,2,7,7,7,3.88,3.32,3.44,1.84,1.88,2.64,1.68,1.24,4,4.32,2.72,21,37,89,67,7,5,5,6,4,6,2,1,1,5,1,2,3,7,6,No,Yes,10,10,100,4.6,3.8,3.08,2.4,4.32,2.2,7,6,7,6,6.16,1.06,5.5,5.98,1,0.6,0,1.1,0,(2) agree,Yes,No,Yes,"[""None of the above""]",0,5,3,Catholic,,Meat-eater,Thank you for a very enlightening and thought provoking survey,15,0.923076923,62,Male,Midwest,White,5,137500,985,0,0,0,0,0,1,0,0,0,2,5,4,3,6,5,6,6,4,5,5,4,5,5,5,5,6,2,6,6,6,6,4,4,5,6,5,6,5,high,55_,100000_,1.340158463
1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1.24,1.32,1.28,1.24,1.2,1.24,1.36,1.16,1.28,1.36,1.16,2,5,100,78,7,6,6,6,1,1,4,6,5,6,3,6,4,2,2,No,No,0,0,62,4.84,1.24,3.4,1.24,1.28,1.28,5,1,6,2,7,1,1,7,2.62,0,5.8,10,0,(2) agree,No,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,1,5,Catholic,,Meat-eater,,39.27,0.923076923,71,Male,South,White,5,112500,986,0,0,0,0,1,0,0,0,0.2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,6,5,5,5,4,1,5,2,high,55_,100000_,1.35966082
5,4,3,7,2,2,5,3,2,5,5,3,5,2,3,2,5,1,5,5,7,3.4,3.64,1.64,2.84,1.56,2.48,2.96,1.4,1.44,2.76,3.44,11,13,82,64,6,3,3,5,3,2,4,2,1,1,3,1,3,2,5,Not sure,Not sure,-1,20,17,2.28,2.36,3.6,1.52,3.32,3.88,7,5,7,6,4.6,1.84,3.94,4.78,4.6,1.7,2.3,2.4,1.3,(2) agree,No,No,Yes,"[""None of the above""]",0,0,3.72,Protestant,,Meat-eater,,18.35,0.923076923,78,Male,South,White,5,112500,987,0,0,0,0,0,1,0,0,0,4,,3,6,2,2,4,3,2,4,4,3,4,2,3,2,4,1,4,4,6,5,3,3,4,6,4,6,5,high,55_,100000_,1.35966082
5,6,3,6,6,6,5,5,6,5,6,5,6,5,6,5,5,6,6,5,6,3.92,4.28,4.12,4.28,3.4,3.2,3.76,3.72,3.96,4,4.2,58,70,71,84,5,6,5,5,3,2,4,5,4,5,5,4,5,3,3,Yes,Not sure,0,0,64,3.8,4.32,3.68,3.6,3.96,4.24,6,6,5,6,6.1,5.68,5.56,5.08,4.9,7,8.5,8.3,7.3,(2) agree,No,No,No,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Read a book or article that discussed AI ethics or moral status""]",1,1,3.88,Protestant,,Meat-eater,nothing,6.37,0.923076923,33,Male,West,White,6,112500,988,0,1,0,1,0,0,0,0,0.4,4,5,3,5,5,5,4,4,5,4,5,4,5,4,5,4,4,5,5,4,5,4,5,4,4,5,5,4,5,high,18_34,100000_,1.429139321
4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,4,6,4,3.36,2.72,3.44,2.48,2.44,3.24,3.92,3.36,3.44,3.32,3.24,33,26,36,70,4,2,2,4,4,4,4,4,4,5,4,3,5,5,3,Not sure,Yes,3,2,61,3.32,3.6,3.52,3.76,3.48,2.24,6,7,6,6,3.16,4.54,4.48,2.68,4.6,6,6.6,3,6.2,(2) agree,No,No,Yes,"[""None of the above""]",0,2,4.04,Other,Baptist,Meat-eater,,4.83,0.923076923,34,Male,Midwest,White,5,7500,989,0,0,0,0,0,1,0,0,0,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,,5,,,2,2,,5,6,5,5,high,18_34,_24999,0.878130054
7,7,5,6,2,3,7,1,1,6,3,3,3,3,3,3,6,7,5,5,6,3.68,2.32,3.16,2.24,3.12,3.76,3.72,2.16,3.56,2.48,2.04,37,53,78,55,6,5,5,6,1,1,1,4,3,1,2,1,1,1,1,Not sure,Yes,5,5,100,3.08,3.12,3.68,4.24,1.44,1.84,6,6,7,7,4.06,2.98,2.68,2.62,4.6,3,2.5,5.3,5.4,(2) agree,No,No,No,"[""Had a conversation with a family member or friend about robots/AIs""]",0,1,4.28,Protestant,,Meat-eater,,12.88,0.923076923,60,Male,South,White,5,37500,990,0,0,0,0,1,0,0,0,0.2,6,6,4,5,2,3,6,1,1,5,3,3,3,3,3,3,5,6,4,4,5,5,4,4,5,5,5,6,6,high,55_,25000_49999,0.997920772
